date,pollution,dew,temp,press,wnd_dir,wnd_spd,snow,rain
2014-07-31 10:00:00,210.0,23,27.0,1008.0,SE,8.95,0,0
2014-07-31 11:00:00,176.0,22,28.0,1008.0,SE,10.74,0,0
2014-07-31 12:00:00,180.0,22,29.0,1007.0,SE,13.87,0,0
2014-07-31 13:00:00,164.0,22,30.0,1007.0,SE,17.0,0,0
2014-07-31 14:00:00,163.0,22,31.0,1006.0,SE,20.13,0,0
2014-07-31 15:00:00,155.0,22,31.0,1006.0,SE,24.15,0,0
2014-07-31 16:00:00,134.0,22,31.0,1005.0,SE,28.17,0,0
2014-07-31 17:00:00,134.0,22,30.0,1005.0,SE,31.3,0,0
2014-07-31 18:00:00,122.0,22,30.0,1004.0,SE,33.09,0,0
2014-07-31 19:00:00,125.0,22,29.0,1005.0,SE,34.88,0,0
2014-07-31 20:00:00,135.0,22,28.0,1005.0,SE,36.67,0,0
2014-07-31 21:00:00,167.0,22,27.0,1006.0,SE,38.46,0,0
2014-07-31 22:00:00,187.0,22,27.0,1007.0,SE,40.25,0,0
2014-07-31 23:00:00,206.0,22,26.0,1006.0,SE,42.04,0,0
2014-08-01 00:00:00,196.0,22,26.0,1007.0,SE,43.83,0,0
2014-08-01 01:00:00,154.0,22,26.0,1007.0,SE,45.62,0,0
2014-08-01 02:00:00,120.0,22,25.0,1006.0,SE,47.41,0,0
2014-08-01 03:00:00,135.0,22,25.0,1006.0,cv,0.89,0,0
2014-08-01 04:00:00,132.0,22,24.0,1006.0,SE,1.79,0,0
2014-08-01 05:00:00,136.0,22,24.0,1006.0,SE,3.58,0,0
2014-08-01 06:00:00,146.0,23,24.0,1007.0,NW,0.89,0,0
2014-08-01 07:00:00,159.0,23,25.0,1007.0,SE,1.79,0,0
2014-08-01 08:00:00,179.0,23,26.0,1007.0,SE,3.58,0,0
2014-08-01 09:00:00,185.0,23,26.0,1008.0,SE,5.37,0,0
2014-08-01 10:00:00,152.0,23,28.0,1007.0,SE,8.5,0,0
2014-08-01 11:00:00,112.0,23,29.0,1007.0,SE,10.29,0,0
2014-08-01 12:00:00,123.0,22,31.0,1007.0,cv,1.79,0,0
2014-08-01 13:00:00,109.0,22,32.0,1006.0,cv,3.58,0,0
2014-08-01 14:00:00,103.0,22,32.0,1006.0,SE,1.79,0,0
2014-08-01 15:00:00,98.0,22,32.0,1005.0,SE,4.92,0,0
2014-08-01 16:00:00,94.0,22,32.0,1005.0,SE,8.05,0,0
2014-08-01 17:00:00,106.0,22,32.0,1005.0,SE,11.18,0,0
2014-08-01 18:00:00,115.0,23,31.0,1005.0,SE,14.31,0,0
2014-08-01 19:00:00,124.0,23,30.0,1005.0,SE,16.1,0,0
2014-08-01 20:00:00,134.0,23,29.0,1005.0,SE,17.89,0,0
2014-08-01 21:00:00,134.0,23,28.0,1006.0,cv,0.89,0,0
2014-08-01 22:00:00,137.0,24,27.0,1006.0,cv,1.78,0,0
2014-08-01 23:00:00,101.0,24,26.0,1006.0,SE,0.89,0,0
2014-08-02 00:00:00,78.0,24,26.0,1005.0,SE,1.78,0,0
2014-08-02 01:00:00,79.0,24,26.0,1005.0,SE,3.57,0,0
2014-08-02 02:00:00,85.0,24,26.0,1005.0,SE,5.36,0,0
2014-08-02 03:00:00,93.0,24,26.0,1005.0,SE,8.49,0,0
2014-08-02 04:00:00,88.0,23,25.0,1005.0,SE,10.28,0,0
2014-08-02 05:00:00,78.0,23,25.0,1005.0,cv,0.89,0,0
2014-08-02 06:00:00,69.0,24,25.0,1005.0,cv,1.78,0,0
2014-08-02 07:00:00,62.0,24,26.0,1005.0,SE,3.13,0,0
2014-08-02 08:00:00,57.0,24,27.0,1005.0,SE,4.92,0,0
2014-08-02 09:00:00,77.0,24,28.0,1005.0,cv,0.89,0,0
2014-08-02 10:00:00,87.0,25,29.0,1004.0,cv,1.78,0,0
2014-08-02 11:00:00,97.0,25,31.0,1004.0,cv,2.67,0,0
2014-08-02 12:00:00,101.0,24,32.0,1003.0,cv,3.56,0,0
2014-08-02 13:00:00,112.0,24,33.0,1002.0,cv,5.35,0,0
2014-08-02 14:00:00,109.0,24,33.0,1002.0,cv,7.14,0,0
2014-08-02 15:00:00,110.0,24,34.0,1001.0,SE,1.79,0,0
2014-08-02 16:00:00,104.0,24,34.0,1001.0,SE,3.58,0,0
2014-08-02 17:00:00,104.0,24,34.0,1001.0,SE,6.71,0,0
2014-08-02 18:00:00,101.0,23,33.0,1000.0,SE,9.84,0,0
2014-08-02 19:00:00,100.0,23,32.0,1001.0,SE,13.86,0,0
2014-08-02 20:00:00,113.0,24,30.0,1001.0,cv,0.89,0,0
2014-08-02 21:00:00,115.0,23,31.0,1002.0,SE,1.79,0,0
2014-08-02 22:00:00,121.0,24,28.0,1001.0,cv,0.45,0,0
2014-08-02 23:00:00,119.0,24,27.0,1002.0,NE,0.89,0,0
2014-08-03 00:00:00,138.0,24,27.0,1001.0,NE,2.68,0,0
2014-08-03 01:00:00,146.0,24,27.0,1001.0,SE,0.89,0,0
2014-08-03 02:00:00,158.0,25,26.0,1001.0,cv,0.89,0,0
2014-08-03 03:00:00,184.0,24,26.0,1001.0,SE,0.89,0,0
2014-08-03 04:00:00,190.0,25,26.0,1001.0,cv,0.89,0,0
2014-08-03 05:00:00,201.0,24,26.0,1001.0,cv,1.78,0,0
2014-08-03 06:00:00,175.0,24,26.0,1001.0,cv,2.23,0,0
2014-08-03 07:00:00,132.0,24,27.0,1002.0,NE,0.89,0,0
2014-08-03 08:00:00,102.0,25,29.0,1002.0,NE,2.68,0,0
2014-08-03 09:00:00,88.0,24,31.0,1002.0,NW,1.79,0,0
2014-08-03 10:00:00,74.0,24,32.0,1001.0,cv,0.45,0,0
2014-08-03 11:00:00,74.0,24,34.0,1001.0,cv,1.34,0,0
2014-08-03 12:00:00,82.0,24,34.0,1001.0,cv,2.23,0,0
2014-08-03 13:00:00,73.0,24,34.0,1000.0,cv,3.12,0,0
2014-08-03 14:00:00,95.0,24,34.0,999.0,NW,4.02,0,0
2014-08-03 15:00:00,76.0,24,34.0,1000.0,NW,8.04,0,0
2014-08-03 16:00:00,102.0,24,33.0,1000.0,NW,12.96,0,0
2014-08-03 17:00:00,72.0,23,29.0,1000.0,SE,4.92,0,0
2014-08-03 18:00:00,69.0,23,28.0,1000.0,cv,0.89,0,0
2014-08-03 19:00:00,52.0,24,29.0,1000.0,cv,1.78,0,0
2014-08-03 20:00:00,54.0,24,27.0,1001.0,SE,1.79,0,0
2014-08-03 21:00:00,67.0,23,27.0,1002.0,SE,3.58,0,0
2014-08-03 22:00:00,63.0,23,27.0,1002.0,SE,4.47,0,0
2014-08-03 23:00:00,67.0,23,27.0,1001.0,cv,0.45,0,0
2014-08-04 00:00:00,74.0,24,26.0,1001.0,NE,0.89,0,0
2014-08-04 01:00:00,80.0,24,26.0,1001.0,cv,0.89,0,0
2014-08-04 02:00:00,92.0,24,26.0,1001.0,SE,0.89,0,1
2014-08-04 03:00:00,89.0,24,26.0,1001.0,cv,0.89,0,2
2014-08-04 04:00:00,82.0,24,26.0,1001.0,NW,0.89,0,3
2014-08-04 05:00:00,92.0,24,26.0,1001.0,NW,2.68,0,0
2014-08-04 06:00:00,90.0,24,26.0,1002.0,cv,0.89,0,0
2014-08-04 07:00:00,90.0,22,27.0,1002.0,NE,3.13,0,0
2014-08-04 08:00:00,59.0,20,28.0,1003.0,NE,8.05,0,0
2014-08-04 09:00:00,12.0,19,26.0,1003.0,NE,12.97,0,1
2014-08-04 10:00:00,10.0,19,26.0,1004.0,NE,18.78,0,2
2014-08-04 11:00:00,7.0,18,26.0,1005.0,NE,24.59,0,0
2014-08-04 12:00:00,5.0,19,22.0,1005.0,NE,30.4,0,1
2014-08-04 13:00:00,7.0,19,22.0,1006.0,NE,33.53,0,2
2014-08-04 14:00:00,7.0,19,21.0,1006.0,NW,3.13,0,3
2014-08-04 15:00:00,6.0,19,21.0,1006.0,NE,3.13,0,4
2014-08-04 16:00:00,4.0,19,22.0,1006.0,NE,4.92,0,0
2014-08-04 17:00:00,7.0,19,23.0,1006.0,NW,4.02,0,0
2014-08-04 18:00:00,7.0,18,22.0,1006.0,NW,7.15,0,0
2014-08-04 19:00:00,4.0,18,23.0,1006.0,NE,1.79,0,0
2014-08-04 20:00:00,2.0,18,22.0,1006.0,NW,1.79,0,0
2014-08-04 21:00:00,2.0,18,21.0,1007.0,NW,4.92,0,0
2014-08-04 22:00:00,4.0,18,21.0,1007.0,NW,6.71,0,0
2014-08-04 23:00:00,4.0,18,21.0,1006.0,NW,8.5,0,0
2014-08-05 00:00:00,6.0,18,20.0,1006.0,NW,10.29,0,0
2014-08-05 01:00:00,14.0,17,20.0,1007.0,NE,1.79,0,0
2014-08-05 02:00:00,13.0,18,20.0,1006.0,cv,0.89,0,0
2014-08-05 03:00:00,10.0,18,19.0,1007.0,NW,1.79,0,0
2014-08-05 04:00:00,8.0,18,20.0,1007.0,NW,3.58,0,0
2014-08-05 05:00:00,9.0,17,20.0,1007.0,NW,6.71,0,0
2014-08-05 06:00:00,11.0,18,19.0,1007.0,NW,9.84,0,0
2014-08-05 07:00:00,14.0,18,21.0,1007.0,NW,12.97,0,0
2014-08-05 08:00:00,16.0,18,22.0,1008.0,NW,16.1,0,0
2014-08-05 09:00:00,14.0,19,24.0,1008.0,NW,19.23,0,0
2014-08-05 10:00:00,25.0,18,27.0,1008.0,cv,0.89,0,0
2014-08-05 11:00:00,25.0,19,28.0,1008.0,cv,1.78,0,0
2014-08-05 12:00:00,31.0,17,29.0,1007.0,cv,2.67,0,0
2014-08-05 13:00:00,27.0,17,30.0,1006.0,SE,1.79,0,0
2014-08-05 14:00:00,26.0,14,32.0,1006.0,SE,3.58,0,0
2014-08-05 15:00:00,28.0,15,31.0,1005.0,SE,5.37,0,0
2014-08-05 16:00:00,32.0,16,31.0,1005.0,SE,8.5,0,0
2014-08-05 17:00:00,51.0,18,30.0,1005.0,SE,11.63,0,0
2014-08-05 18:00:00,32.0,19,29.0,1005.0,SE,14.76,0,0
2014-08-05 19:00:00,25.0,20,29.0,1005.0,SE,17.89,0,0
2014-08-05 20:00:00,23.0,19,28.0,1006.0,SE,19.68,0,0
2014-08-05 21:00:00,27.0,21,26.0,1007.0,SE,20.57,0,0
2014-08-05 22:00:00,28.0,21,25.0,1006.0,SE,21.46,0,0
2014-08-05 23:00:00,26.0,21,24.0,1006.0,cv,0.89,0,0
2014-08-06 00:00:00,32.0,21,23.0,1007.0,SE,0.89,0,0
2014-08-06 01:00:00,34.0,21,23.0,1006.0,NE,1.79,0,0
2014-08-06 02:00:00,48.0,21,22.0,1007.0,NE,3.58,0,0
2014-08-06 03:00:00,49.0,21,22.0,1007.0,NW,0.89,0,0
2014-08-06 04:00:00,60.0,20,22.0,1006.0,NW,2.68,0,0
2014-08-06 05:00:00,63.0,19,23.0,1007.0,NW,5.81,0,0
2014-08-06 06:00:00,62.0,19,22.0,1008.0,NW,8.94,0,0
2014-08-06 07:00:00,68.0,19,24.0,1008.0,NW,12.96,0,0
2014-08-06 08:00:00,63.0,19,27.0,1008.0,NW,16.09,0,0
2014-08-06 09:00:00,50.0,16,29.0,1008.0,NE,4.02,0,0
2014-08-06 10:00:00,23.0,16,31.0,1008.0,NW,4.02,0,0
2014-08-06 11:00:00,16.0,14,32.0,1008.0,NE,4.02,0,0
2014-08-06 12:00:00,8.0,12,33.0,1007.0,NE,8.94,0,0
2014-08-06 13:00:00,6.0,12,34.0,1007.0,NE,13.86,0,0
2014-08-06 14:00:00,3.0,11,33.0,1006.0,NE,17.88,0,0
2014-08-06 15:00:00,2.0,10,33.0,1006.0,NE,21.01,0,0
2014-08-06 16:00:00,5.0,12,33.0,1006.0,SE,1.79,0,0
2014-08-06 17:00:00,4.0,11,33.0,1006.0,SE,3.58,0,0
2014-08-06 18:00:00,8.0,10,33.0,1006.0,SE,6.71,0,0
2014-08-06 19:00:00,15.0,18,30.0,1006.0,SE,11.63,0,0
2014-08-06 20:00:00,25.0,19,28.0,1007.0,SE,14.76,0,0
2014-08-06 21:00:00,28.0,20,27.0,1008.0,SE,17.89,0,0
2014-08-06 22:00:00,46.0,20,26.0,1008.0,SE,21.02,0,0
2014-08-06 23:00:00,71.0,19,24.0,1009.0,SE,22.81,0,0
2014-08-07 00:00:00,125.0,19,23.0,1009.0,cv,0.89,0,0
2014-08-07 01:00:00,142.0,19,22.0,1009.0,NE,0.89,0,0
2014-08-07 02:00:00,105.0,19,22.0,1009.0,cv,0.89,0,0
2014-08-07 03:00:00,101.0,19,21.0,1009.0,SE,0.89,0,0
2014-08-07 04:00:00,89.0,19,21.0,1009.0,NE,0.89,0,0
2014-08-07 05:00:00,93.0,18,20.0,1010.0,NW,4.02,0,0
2014-08-07 06:00:00,85.0,18,21.0,1010.0,NW,7.15,0,0
2014-08-07 07:00:00,62.0,18,23.0,1010.0,NW,8.94,0,0
2014-08-07 08:00:00,40.0,17,25.0,1010.0,NW,12.96,0,0
2014-08-07 09:00:00,52.0,17,28.0,1010.0,NW,16.09,0,0
2014-08-07 10:00:00,62.0,16,29.0,1010.0,NE,3.13,0,0
2014-08-07 11:00:00,55.0,14,30.0,1010.0,cv,0.89,0,0
2014-08-07 12:00:00,48.0,13,31.0,1009.0,SE,1.79,0,0
2014-08-07 13:00:00,41.0,15,33.0,1009.0,cv,1.79,0,0
2014-08-07 14:00:00,39.0,15,32.0,1008.0,SE,3.13,0,0
2014-08-07 15:00:00,43.0,15,33.0,1008.0,SE,6.26,0,0
2014-08-07 16:00:00,43.0,14,32.0,1007.0,SE,10.28,0,0
2014-08-07 17:00:00,44.0,15,32.0,1007.0,SE,14.3,0,0
2014-08-07 18:00:00,37.0,16,30.0,1007.0,SE,18.32,0,0
2014-08-07 19:00:00,40.0,18,29.0,1008.0,SE,21.45,0,0
2014-08-07 20:00:00,64.0,17,28.0,1008.0,SE,24.58,0,0
2014-08-07 21:00:00,48.0,17,27.0,1009.0,SE,27.71,0,0
2014-08-07 22:00:00,56.0,17,26.0,1009.0,SE,29.5,0,0
2014-08-07 23:00:00,41.0,17,25.0,1009.0,SE,31.29,0,0
2014-08-08 00:00:00,48.0,17,25.0,1009.0,SE,34.42,0,0
2014-08-08 01:00:00,29.0,18,23.0,1009.0,cv,0.89,0,0
2014-08-08 02:00:00,40.0,18,22.0,1009.0,NE,1.79,0,0
2014-08-08 03:00:00,42.0,18,21.0,1009.0,cv,0.89,0,0
2014-08-08 04:00:00,47.0,18,20.0,1009.0,cv,1.78,0,0
2014-08-08 05:00:00,51.0,18,21.0,1010.0,cv,2.67,0,0
2014-08-08 06:00:00,69.0,18,21.0,1010.0,NE,0.89,0,0
2014-08-08 07:00:00,79.0,19,23.0,1010.0,cv,0.89,0,0
2014-08-08 08:00:00,90.0,19,26.0,1010.0,cv,1.78,0,0
2014-08-08 09:00:00,83.0,17,27.0,1010.0,cv,2.67,0,0
2014-08-08 10:00:00,76.0,18,28.0,1010.0,SE,1.79,0,0
2014-08-08 11:00:00,85.0,18,29.0,1009.0,SE,3.58,0,0
2014-08-08 12:00:00,72.0,17,31.0,1009.0,SE,6.71,0,0
2014-08-08 13:00:00,56.0,15,31.0,1008.0,SE,10.73,0,0
2014-08-08 14:00:00,45.0,14,32.0,1008.0,SE,15.65,0,0
2014-08-08 15:00:00,46.0,13,32.0,1007.0,SE,20.57,0,0
2014-08-08 16:00:00,39.0,14,32.0,1007.0,SE,25.49,0,0
2014-08-08 17:00:00,49.0,14,31.0,1006.0,SE,30.41,0,0
2014-08-08 18:00:00,49.0,15,30.0,1006.0,SE,34.43,0,0
2014-08-08 19:00:00,62.0,16,29.0,1007.0,SE,37.56,0,0
2014-08-08 20:00:00,59.0,16,27.0,1007.0,SE,39.35,0,0
2014-08-08 21:00:00,58.0,17,26.0,1007.0,SE,41.14,0,0
2014-08-08 22:00:00,59.0,18,25.0,1008.0,SE,42.93,0,0
2014-08-08 23:00:00,60.0,18,25.0,1008.0,SE,44.72,0,0
2014-08-09 00:00:00,72.0,18,22.0,1007.0,SE,46.51,0,0
2014-08-09 01:00:00,71.0,18,23.0,1007.0,SE,48.3,0,0
2014-08-09 02:00:00,90.0,18,23.0,1007.0,SE,51.43,0,0
2014-08-09 03:00:00,120.0,18,22.0,1007.0,SE,53.22,0,0
2014-08-09 04:00:00,123.0,18,21.0,1007.0,cv,0.89,0,0
2014-08-09 05:00:00,132.0,18,21.0,1007.0,cv,1.34,0,0
2014-08-09 06:00:00,144.0,19,21.0,1008.0,NE,0.89,0,0
2014-08-09 07:00:00,154.0,20,22.0,1008.0,SE,1.79,0,0
2014-08-09 08:00:00,160.0,20,25.0,1008.0,SE,3.58,0,0
2014-08-09 09:00:00,124.0,20,26.0,1007.0,SE,5.37,0,0
2014-08-09 10:00:00,95.0,18,28.0,1008.0,cv,1.79,0,0
2014-08-09 11:00:00,80.0,19,28.0,1007.0,cv,3.58,0,0
2014-08-09 12:00:00,72.0,19,30.0,1006.0,SE,3.13,0,0
2014-08-09 13:00:00,70.0,18,31.0,1006.0,SE,6.26,0,0
2014-08-09 14:00:00,58.0,16,31.0,1005.0,SE,10.28,0,0
2014-08-09 15:00:00,53.0,17,31.0,1004.0,SE,13.41,0,0
2014-08-09 16:00:00,54.0,16,31.0,1003.0,SE,18.33,0,0
2014-08-09 17:00:00,44.0,15,31.0,1003.0,SE,23.25,0,0
2014-08-09 18:00:00,33.0,17,29.0,1003.0,SE,26.38,0,0
2014-08-09 19:00:00,46.0,16,28.0,1003.0,SE,30.4,0,0
2014-08-09 20:00:00,42.0,17,28.0,1004.0,SE,33.53,0,0
2014-08-09 21:00:00,55.0,18,27.0,1005.0,SE,36.66,0,0
2014-08-09 22:00:00,15.0,18,22.0,1006.0,NW,7.15,0,1
2014-08-09 23:00:00,18.0,18,21.0,1005.0,cv,0.89,0,2
2014-08-10 00:00:00,17.0,19,21.0,1004.0,NE,1.79,0,0
2014-08-10 01:00:00,22.0,18,21.0,1004.0,NW,1.79,0,0
2014-08-10 02:00:00,22.0,18,20.0,1005.0,NE,1.79,0,0
2014-08-10 03:00:00,24.0,18,20.0,1004.0,cv,0.89,0,0
2014-08-10 04:00:00,21.0,17,19.0,1004.0,NW,0.89,0,0
2014-08-10 05:00:00,28.0,18,19.0,1004.0,NW,2.68,0,0
2014-08-10 06:00:00,31.0,18,19.0,1004.0,NE,0.89,0,0
2014-08-10 07:00:00,31.0,19,22.0,1004.0,NW,1.79,0,0
2014-08-10 08:00:00,24.0,19,24.0,1005.0,cv,0.89,0,0
2014-08-10 09:00:00,25.0,19,25.0,1004.0,SE,1.79,0,0
2014-08-10 10:00:00,39.0,18,27.0,1004.0,cv,0.89,0,0
2014-08-10 11:00:00,38.0,18,29.0,1004.0,cv,1.78,0,0
2014-08-10 12:00:00,37.0,17,30.0,1003.0,NW,3.13,0,0
